,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
458,,,2021/9/24 16:39,MedCity,"HHS rule bolsters health equity, Brooks-LaSure tells state rulemakers","HHS rule bolsters health equity, Brooks-LaSure tells state rulemakers","New healthcare marketplace policies seek to make the ACA more equitable by investing in low-income and underinsured communities, changing the rules in ways that upset some insurers but delight many state and consumer health advocates.",https://medcitynews.com/2021/09/hhs-rule-bolsters-health-equity-brooks-lasure-tells-state-rulemakers/
459,,,2021/9/24 16:37,MedCity,Retail pharmacies: The key to making clinical trials accessible for everybody?,Retail pharmacies: The key to making clinical trials accessible for everybody?,"Covid-19, if nothing else, has forced the hands of the clinical research community and we have discovered the possibilities for taking giant leaps forward in healthcare by leveraging modern technologies, existing retail infrastructure, and one another.",https://medcitynews.com/2021/09/retail-pharmacies-the-key-to-making-clinical-trials-accessible-for-everybody/
460,,,2021/9/24 16:21,MedCity,Life sciences use of digital twins mirrors its application in other industries,Life sciences use of digital twins mirrors its application in other industries,Life sciences companies are using “digital twins” for everything from drug discovery to manufacturing. A panel of experts at MedCity News’ INVEST Digital Health conference discussed how this capability to run virtual simulations is changing practices now while also shaping the industry for the years to come.,https://medcitynews.com/2021/09/life-sciences-use-of-digital-twins-mirrors-its-application-in-other-industries/
461,,,2021/9/24 16:18,MedCity,Express Scripts takes a crack at vaccine passports,Express Scripts takes a crack at vaccine passports,The company is rolling out an app for users to show proof of vaccination using a QR code. It can automatically pull in vaccine records for people whose health plans use Express Scripts and who got vaccinated at a pharmacy.,https://medcitynews.com/2021/09/express-scripts-takes-a-crack-at-vaccine-passports/
462,,,2021/9/24 15:57,Biotech,Cue Health makes Nasdaq debut with $200M IPO,Cue Health makes Nasdaq debut with $200M IPO,"Right on cue, another diagnostics-focused startup has made the transition to a public company.",https://www.fiercebiotech.com/medtech/cue-health-kicks-off-200m-ipo-to-expand-its-portable-diagnostics-beyond-covid-19
463,,,2021/9/24 12:16,Biotech,FDA stamps Class I label on Cordis angiographic catheter recall,FDA stamps Class I label on Cordis angiographic catheter recall,"A total of 25,000 devices distributed between January 2019 and July 20 of this year are included in the recall.",https://www.fiercebiotech.com/medtech/cordis-issues-class-i-recall-angiographic-catheters-could-leave-metal-pieces-arteries
464,,,2021/9/24 11:37,Biotech,CytoDyn's shareholders have a plan to get leronlimab approved,CytoDyn's shareholders have a plan to get leronlimab approved,"After weeks of very public infighting at CytoDyn, a stockholder group has come forward with a plan to get leronlimab approved in a cancer indication.",https://www.fiercebiotech.com/biotech/cytodyn-leronlimab-shareholder-proposal-for-combination-therapy-partnership-big-pharma
465,,,2021/9/24 11:14,Biotech,Brooklyn ImmunoTherapeutics snags Roivant CMO for same post,Brooklyn ImmunoTherapeutics snags Roivant CMO for same post,"After a yearlong stint at Roivant Sciences, Roger Sidhu, M.D., has left for the CMO post at cell and gene therapy bio Brooklyn ImmunoTherapeutics.",https://www.fiercebiotech.com/biotech/brooklyn-immunotherapeutics-snags-roivant-sciences-cmo-to-lead-same-post
466,,,2021/9/24 10:55,Biotech,"AI improves breast cancer diagnoses by 37%, NYU study finds","AI improves breast cancer diagnoses by 37%, NYU study finds",A group of physicians achieved an average accuracy of 92% when they reviewed more than 600 breast exams—a number that jumped to 96% aided by the AI.,https://www.fiercebiotech.com/medtech/ultrasound-analyzing-ai-improves-breast-cancer-diagnoses-by-37-nyu-study-finds
467,,,2021/9/23 08:45,Biotech,Solid Bio hopes a shred of positive DMD data will spark a rally,Solid Bio hopes a shred of positive DMD data will spark a rally,Solid Bio will present new biopsy results today for three patients who received the troubled gene therapy SGT-001.,https://www.fiercebiotech.com/biotech/solid-bio-new-data-duchenne-muscular-dystrophy-gene-therapy-sgt-001-clinical-hold
468,,,2021/9/23 08:00,Biotech,Garuda bags $72M to advance off-the-shelf stem cell transplants,Garuda bags $72M to advance off-the-shelf stem cell transplants,Garuda wants to treat more than 70 diseases by ending the need for healthcare providers to find matched donor materials or use a patient’s own cells.,https://www.fiercebiotech.com/biotech/garuda-thinks-it-has-cracked-code-to-off-shelf-stem-cell-transplants-and-investors-are
469,,,2021/9/23 07:50,Biotech,AstraZeneca allies with startup to test spin on red-hot modality,AstraZeneca allies with startup to test spin on red-hot modality,AstraZeneca has teamed up with a new British startup that has put a twist on the idea of using nucleic acids to trigger production of a molecule.,https://www.fiercebiotech.com/biotech/astrazeneca-makes-rna-play-teaming-up-startup-to-advance-twist-red-hot-modality
470,,,2021/9/23 07:30,MedCity,Digital: Healthcare’s co-pilot in delivering consumer-oriented care,Digital: Healthcare’s co-pilot in delivering consumer-oriented care,"With other industries digitizing their business processes and providing top-notch consumer experience, the healthcare industry is under pressure to improve its consumer experience. ",https://medcitynews.com/2021/09/digital-healthcares-co-pilot-in-delivering-consumer-oriented-care/
471,,,2021/9/23 05:00,MedCity,"FDA authorizes Pfizer Covid-19 vaccine booster shots, but only for certain groups","FDA authorizes Pfizer Covid-19 vaccine booster shots, but only for certain groups","The FDA has authorized dosing of booster shots of Pfizer and BioNTech’s Covid-19 vaccine. Consistent with the recommendations of an FDA advisory committee, the agency’s amendment to the emergency authorization covers only certain groups at high risk of infection and complications from the virus.",https://medcitynews.com/2021/09/fda-authorizes-pfizer-covid-19-vaccine-booster-shots-but-only-for-certain-groups/
472,,,2021/9/23 15:25,Biotech,NIH vouches for new kidney disease diagnostic not based on race,NIH vouches for new kidney disease diagnostic not based on race,"Following a 1999 study that found, on average, higher levels of creatinine in Black patients, race has been factored into kidney function estimates.",https://www.fiercebiotech.com/medtech/nih-vouches-for-new-kidney-disease-diagnostic-doesn-t-rely-faulty-race-based-calculations
473,,,2021/9/23 14:00,Biotech,Repairing heart damage by transiently turning back the clock,Repairing heart damage by transiently turning back the clock,A Max Planck team proposed that selectively expressing four heart-specific genes could return adult cardiomyocytes to a fetal state.,https://www.fiercebiotech.com/research/transiently-turning-back-clock-adult-heart-cells-to-repair-damage
474,,,2021/9/23 13:39,MedCity,Choosing the best health cloud for your digital transformation priorities,Choosing the best health cloud for your digital transformation priorities,"As healthcare organizations make progress on their way to the digital transformation of healthcare, choosing a health cloud vendor to support and enable that work should not be taken lightly. ",https://medcitynews.com/2021/09/choosing-the-best-health-cloud-for-your-digital-transformation-priorities/
475,,,2021/9/23 12:31,Biotech,Esker Therapeutics snags former Principia CEO in hiring spree,Esker Therapeutics snags former Principia CEO in hiring spree,"He led Principia to a $3.7 billion exit to Sanofi last August. Now, Martin Babler takes the reins at Esker Therapeutics alongside 7 other new leaders.",https://www.fiercebiotech.com/biotech/esker-therapeutics-goes-hiring-spree-snagging-former-principia-ceo-seven-other-leaders
476,,,2021/9/23 11:54,Biotech,Lucid Diagnostics files for $58M IPO to leave the PAVmed nest,Lucid Diagnostics files for $58M IPO to leave the PAVmed nest,"Months after PAVmed said it would spin off Lucid Diagnostics into a public company, the esophageal cancer test-maker’s path forward has become clear.",https://www.fiercebiotech.com/medtech/lucid-diagnostics-prepares-to-leave-pavmed-nest-57m-ipo-filing
477,,,2021/9/23 11:28,Biotech,Eli Lilly-backed GenEdit inks $26M to deliver gene therapies,Eli Lilly-backed GenEdit inks $26M to deliver gene therapies,"GenEdit wants to quash the toxic effects of gene therapy delivery. Now, it has $26 million from Lilly and others to deploy its polymer nanoparticles.",https://www.fiercebiotech.com/biotech/genedit-strikes-eli-lilly-gold-26m-for-gold-nanoparticles-gene-therapy-delivery-system
478,,,2021/9/23 10:23,Biotech,GE drops $1.45B to acquire OR ultrasound provider BK Medical,GE drops $1.45B to acquire OR ultrasound provider BK Medical,"BK Medical provides imaging support during procedures, allowing surgeons to peer inside the body in real time.",https://www.fiercebiotech.com/medtech/ge-healthcare-drops-1-45b-to-acquire-bk-medical-bringing-its-ultrasound-franchise-to-or
479,,,2021/9/23 10:10,Biotech,Automated lab platform Opentrons closes $200M series C,Automated lab platform Opentrons closes $200M series C,The latest round of VC funding will help Opentrons add new robotics and assays to its automated lab platform.,https://www.fiercebiotech.com/medtech/lab-platform-opentrons-closes-200m-series-c-to-build-out-robotics-diagnostics-cell
480,,,2021/9/22 09:30,Biotech,Blocking a 'rogue' inflammatory response during stroke,Blocking a 'rogue' inflammatory response during stroke,Researchers think they've found a way in mice to block an immune pathway that can worsen brain damage after stroke.,https://www.fiercebiotech.com/research/a-protein-blocking-inflammatory-response-improved-stroke-recovery-mice-study-finds
481,,,2021/9/22 08:55,Biotech,Clover's COVID-19 vaccine tames delta in pivotal study,Clover's COVID-19 vaccine tames delta in pivotal study,"The adjuvanted protein vaccine held up against a range of variants in a phase 2/3 trial, teeing Clover up to seek approval this year.",https://www.fiercebiotech.com/biotech/clover-s-covid-19-shot-tames-delta-pivotal-study-delivering-boost-to-global-vaccination
482,,,2021/9/22 07:45,Biotech,FDA objects to Summit's midstudy pooling of pivotal trials,FDA objects to Summit's midstudy pooling of pivotal trials,"Having previously decided to pool subjects in two Clostridium difficile trials, Summit has now revealed the FDA disagrees with its changes.",https://www.fiercebiotech.com/biotech/fda-objects-to-summit-s-midstudy-pooling-pivotal-trials
483,,,2021/9/22 19:40,MedCity,"Google, Microsoft execs: AI should be designed to support, not replace, clinicians","Google, Microsoft execs: AI should be designed to support, not replace, clinicians","As Google and Microsoft compete over their cloud capabilities for healthcare, both companies are touting tools to make clinicians’ lives easier by streamlining documentation or making records searchable.  At MedCity INVEST Digital Health, executives from both companies agreed on one thing: these tools should play a supporting role for clinicians while keeping patients at the center. ",https://medcitynews.com/2021/09/google-microsoft-execs-ai-should-be-designed-to-support-not-replace-clinicians/
484,,,2021/9/22 19:04,MedCity,Spotting and rooting out bias in AI algorithms for healthcare,Spotting and rooting out bias in AI algorithms for healthcare,"Algorithms are everywhere and so are the biases behind them. As algorithms find greater use in healthcare, a panel at MedCity News’ INVEST Digital Health virtual conference addressed how and why algorithms are biased, how that bias affects clinical care, and some possible solutions to bias.",https://medcitynews.com/2021/09/spotting-and-rooting-out-bias-in-ai-algorithms-for-healthcare/
485,,,2021/9/22 18:58,MedCity,Report: 1 in 5 U.S. counties are hospital deserts,Report: 1 in 5 U.S. counties are hospital deserts,"In over 20% of U.S. counties, most people have to drive more than 30 minutes to reach the closest hospital, making them hospital desert areas, according to a recent report. Large swathes of the country are also pharmacy and trauma center deserts. ",https://medcitynews.com/2021/09/report-1-in-5-u-s-counties-are-hospital-deserts/
486,,,2021/9/22 05:00,Biotech,More llama-inspired anti-COVID antibodies could be on the way,More llama-inspired anti-COVID antibodies could be on the way,"British researchers are seeking funding to develop llama-inspired COVID-19 nanobodies, but they could be competing with multiple rivals.",https://www.fiercebiotech.com/research/another-research-group-joins-llama-inspired-covid-19-nanobody-treatment-arena
487,,,2021/9/22 16:05,Biotech,"Castor, Trialbee forge clinical trial enrollment partnership","Castor, Trialbee forge clinical trial enrollment partnership",Castor and Trialbee will integrate their platforms so sponsors can better match patients with clinical trials and increase diversity in studies.,https://www.fiercebiotech.com/cro/castor-trialbee-team-up-for-patient-enrollment-engagement-clinical-trials
488,,,2021/9/22 15:35,Biotech,SAB Biotherapeutics banks $60M more for COVID-19 antibody,SAB Biotherapeutics banks $60M more for COVID-19 antibody,SAB Biotherapeutics has snared another $60.5 million from the U.S. Department of Defense to fund an antibody program to treat COVID-19.,https://www.fiercebiotech.com/biotech/sab-biotherapeutics-banks-60m-more-funding-from-u-s-officials-for-covid-19-antibody
489,,,2021/9/22 15:30,Biotech,"Summit Clinical Research, PathAI partner for NASH trial services","Summit Clinical Research, PathAI partner for NASH trial services",Summit Clinical Research will work with PathAI to support clinical development programs for nonalcoholic fatty liver disease treatments.,https://www.fiercebiotech.com/cro/summit-clinical-research-and-pathai-partner-nash-clinical-trial-services
490,,,2021/9/22 15:29,MedCity,Investors see promise in digital health — the challenge is adoption,Investors see promise in digital health — the challenge is adoption,"VCs at MedCity INVEST Digital Health said there’s no shortage of interesting digital health companies, even ones that can prove their innovations are effective. The challenge is winning over insurers and physicians, and finding payment models that work. ",https://medcitynews.com/2021/09/investors-see-promise-in-digital-health-the-challenge-is-adoption/
491,,,2021/9/22 15:20,Biotech,Epic success: FDA OKs Abbott's newest replacement mitral valve,Epic success: FDA OKs Abbott's newest replacement mitral valve,"With a green light from the FDA, Abbott is scaling up its replacement mitral and aortic valve portfolio to Epic Plus proportions.",https://www.fiercebiotech.com/medtech/epic-success-fda-approves-abbott-s-upgraded-longer-lasting-replacement-mitral-valve
492,,,2021/9/22 15:14,MedCity,How self-diagnostics can cut healthcare costs and save Lives,How self-diagnostics can cut healthcare costs and save Lives,The call to action is that point-of-care testing needs to move to the home and it needs to be supported by a Medicaid or Medicare billing code to support insurance coverage and payment for the testing.,https://medcitynews.com/2021/09/how-self-diagnostics-can-cut-healthcare-costs-and-save-lives/
493,,,2021/9/22 15:10,Biotech,HealthVerity will supply Janssen with real-world data for R&D,HealthVerity will supply Janssen with real-world data for R&D,HealthVerity will provide Johnson & Johnson's Janssen access to data on 330 million patients in the U.S. to further support clinical trial work.,https://www.fiercebiotech.com/cro/healthverity-partners-j-j-s-janssen-to-provide-real-world-data-for-clinical-trial-r-d-work
494,,,2021/9/22 15:01,MedCity,CMS grants quality reporting exceptions for facilities recovering from Hurricane Ida,CMS grants quality reporting exceptions for facilities recovering from Hurricane Ida,"The agency has granted certain Medicare quality reporting exceptions to healthcare facilities in areas of Louisiana, Mississippi, New York and New Jersey that were battered by Hurricane Ida. By providing the exceptions, CMS aims to enable facilities to direct their resources toward recovery. ",https://medcitynews.com/2021/09/cms-grants-quality-reporting-exceptions-for-facilities-recovering-from-hurricane-ida/
495,,,2021/9/22 15:00,Biotech,Velocity Clinical Research snags 11 sites through 2 acquisitions,Velocity Clinical Research snags 11 sites through 2 acquisitions,"After its own buyout in April, Velocity Clinical Research has now inked two deals for 11 trial sites in South Carolina and California.",https://www.fiercebiotech.com/cro/velocity-clinical-research-acquires-11-sites-through-two-companies-after-april-buyout
496,,,2021/9/22 12:17,Biotech,"Know Labs unveils noninvasive, pocket-sized glucose monitor","Know Labs unveils noninvasive, pocket-sized glucose monitor",In vitro tests have found that the radiofrequency sensor technology measured glucose levels with accuracy comparable to Abbott’s Freestyle Libre CGM.,https://www.fiercebiotech.com/medtech/know-labs-unveils-pocket-sized-glucose-monitor-swaps-fingersticks-for-radiofrequency
497,,,2021/9/22 11:59,Biotech,FDA clears Paige's AI as first program to spot prostate cancer,FDA clears Paige's AI as first program to spot prostate cancer,The software highlights areas of a standard prostate biopsy image most likely to contain cancer and flags them for further review.,https://www.fiercebiotech.com/medtech/fda-clears-paige-s-ai-as-first-program-to-spot-prostate-cancer-amid-tissue-slides
498,,,2021/9/22 11:24,Biotech,Cassava drops interim Alzheimer's data with plenty of caveats,Cassava drops interim Alzheimer's data with plenty of caveats,Cassava Sciences is hoping some interim results will soothe worried investors after the company was accused of manipulating data.,https://www.fiercebiotech.com/biotech/cassava-drops-interim-alzheimer-s-data-plenty-caveats
499,,,2021/9/22 10:31,Biotech,Hexagon nabs $61M for fungi-derived treatments for cancer,Hexagon nabs $61M for fungi-derived treatments for cancer,"Hexagon Bio snags $61 million to bankroll drug discovery, preclinical work on the microbial genome for treating cancer and infectious diseases.",https://www.fiercebiotech.com/biotech/fungi-funding-hexagon-bio-snags-61m-to-test-drugs-from-fungi-for-cancer-infectious-diseases
500,,,2021/9/22 10:25,Biotech,ESMO: Owkin's deep learning AI predicts breast cancer relapse,ESMO: Owkin's deep learning AI predicts breast cancer relapse,"To speed up the race to a 100% survival rate, Owkin's AI model can classify the five-year relapse risk of a patient with early-stage breast cancer.",https://www.fiercebiotech.com/medtech/esmo-owkin-s-deep-learning-ai-predicts-chances-metastatic-breast-cancer-relapse-within-next
501,,,2021/9/22 10:10,Biotech,Striking deals with Blueprint COO Haviland,Striking deals with Blueprint COO Haviland,"Financials are obviously important, but there's more to biotech dealmaking than the cash, according to Blueprint Medicines COO Kate Haviland.",https://www.fiercebiotech.com/biotech/striking-deals-blueprint-coo-kate-haviland
502,,,2021/9/22 10:05,Biotech,Luxturna inventor launches new gene therapy biotech with $19M,Luxturna inventor launches new gene therapy biotech with $19M,"Jean Bennett, inventor of gene therapy Luxturna, is behind another eye gene therapy biotech, Opus Genetics, which now has $19 million for the clinic.",https://www.fiercebiotech.com/biotech/luxturna-inventor-behind-new-eye-gene-therapy-biotech-opus-genetics-snags-19m
503,,,2021/9/21 09:50,Biotech,iPhones may soon automatically assess mental health: report,iPhones may soon automatically assess mental health: report,"Soon, the iPhone may automatically detect mental health issues like depression and cognitive decline—using daily activity data it already collects.",https://www.fiercebiotech.com/medtech/apple-taps-biogen-ucla-to-explore-addition-mental-health-tracking-to-iphone-report
504,,,2021/9/21 09:26,Biotech,Boehringer Ingelheim acquires Abexxa for immuno-oncology assets,Boehringer Ingelheim acquires Abexxa for immuno-oncology assets,"Boehringer Ingelheim seeded Texas biotech Abexxa Biologics in 2016. Now, the German Big Pharma is acquiring the biotech.",https://www.fiercebiotech.com/biotech/boehringer-ingelheim-acquires-abexxa-biologics-for-precision-cancer-drug-pipeline
505,,,2021/9/21 09:00,MedCity,Engaging communities of color is crucial to achieving health equity and cultural proficiency in healthcare,Engaging communities of color is crucial to achieving health equity and cultural proficiency in healthcare,"Reaching out to and connecting with communities of color is a moral imperative.  It’s a business imperative. For the healthcare system, it is no longer an option in an increasingly multicultural society.",https://medcitynews.com/2021/09/engaging-communities-of-color-is-crucial-to-achieving-health-equity-and-cultural-proficiency-in-healthcare/
506,,,2021/9/21 08:20,Biotech,Aerie CEO exits days after downplaying midphase eye disease flop,Aerie CEO exits days after downplaying midphase eye disease flop,"Aerie CEO Vicente Anido has left the company, leaving an interim leader to pursue what he claimed was “a clear path toward approval.”",https://www.fiercebiotech.com/biotech/aerie-ceo-exits-days-after-downplaying-midphase-eye-disease-flop
507,,,2021/9/21 08:00,Biotech,"Oncology, RNA biotech 858 Therapeutics inks $60M series A","Oncology, RNA biotech 858 Therapeutics inks $60M series A",The team behind Quanticel and Jecure is ready for its next venture: launching RNA biotech 858 Therapeutics with a $60 million series A fundraising.,https://www.fiercebiotech.com/biotech/vc-versant-backed-biotech-858-therapeutics-to-develop-oncology-therapeutics-60m-series-a
508,,,2021/9/21 07:45,Biotech,BioMed bets $1.2B to ease U.K. life science capacity crunch,BioMed bets $1.2B to ease U.K. life science capacity crunch,"BioMed is already a major force in the U.K. life sciences property game, with AstraZeneca and Illumina among the companies to occupy its sites.",https://www.fiercebiotech.com/biotech/biomed-bets-1-2b-to-ease-u-k-life-science-capacity-crunch
509,,,2021/9/21 06:30,Biotech,Novartis veteran Barth takes the helm at MiroBio,Novartis veteran Barth takes the helm at MiroBio,"As MiroBio gears up for its first clinical trial, the autoimmune biotech is getting a new CEO: Carolin Barth, M.D.",https://www.fiercebiotech.com/biotech/novartis-veteran-barth-takes-helm-at-autoimmune-biotech-mirobio
510,,,2021/9/21 16:01,Biotech,European watchdog delivers ultimatum to Illumina over Grail deal,European watchdog delivers ultimatum to Illumina over Grail deal,The commission described its actions as an unprecedented step in response to the companies’ defiant move to proceed last month.,https://www.fiercebiotech.com/medtech/european-antitrust-regulators-deliver-ultimatum-to-illumina-over-8b-grail-deal
511,,,2021/9/21 15:30,Biotech,"Abbott's Alinity COVID tests may give false positives, FDA says","Abbott's Alinity COVID tests may give false positives, FDA says",The FDA suggested labs and healthcare providers retest anyone who has recently tested positive with either of the affected assays.,https://www.fiercebiotech.com/medtech/fda-warns-abbott-alinity-pcr-covid-test-results-may-only-be-presumptive-due-to-risk-false
512,,,2021/9/21 01:15,Biotech,Novartis adds 2nd biotech to optogenetics gene therapy portfolio,Novartis adds 2nd biotech to optogenetics gene therapy portfolio,Novartis already bought into optogenetic gene therapy technology last year but will add Arctos Medical to dig deeper into the space.,https://www.fiercebiotech.com/biotech/novartis-optogenetics-arctor-vedere-gene-therapy-eye-disease-blindness
513,,,2021/9/21 12:41,Biotech,Boston Scientific offers up $336M to devour Devoro Medical,Boston Scientific offers up $336M to devour Devoro Medical,"The deal will see Boston Scientific put down about $269 million up front to acquire Devoro, in which it has been a strategic investor since 2019.",https://www.fiercebiotech.com/medtech/boston-scientific-offers-up-336m-to-devour-devoro-medical-and-its-blood-clot-removal-tech
514,,,2021/9/21 12:37,MedCity,"Seagen, Genmab antibody drug conjugate gets FDA approval in cervical cancer","Seagen, Genmab antibody drug conjugate gets FDA approval in cervical cancer","The Seagen and Genmab antibody drug conjugate (ADC), named Tivdak, is approved to treat cases of cervical cancer that have returned or spread following treatment with chemotherapy. Tivdak is Seagen’s third ADC; for Genmab, the drug will become its first commercialized product.",https://medcitynews.com/2021/09/seagen-genmab-antibody-drug-conjugate-gets-fda-approval-in-cervical-cancer/
515,,,2021/9/21 12:14,MedCity,How Inheret drives early detection for genetic cancers with its guidelines-based tool,How Inheret drives early detection for genetic cancers with its guidelines-based tool,Inheret CEO and Founder Dr. David F. Keren talks about the origins of the cancer risk detection platform and his mission to identify hereditary diseases early.,https://medcitynews.com/2021/09/inheret-drives-early-detection-for-genetic-cancers/
516,,,2021/9/21 11:10,MedCity,The decision support toolbox to help healthcare providers manage care capacity,The decision support toolbox to help healthcare providers manage care capacity,A look at how SAP’s cloud services are helping healthcare providers respond to public health crisis.,https://medcitynews.com/2021/09/the-decision-support-toolbox-to-help-healthcare-providers-manage-care-capacity/
517,,,2021/9/20 21:35,MedCity,Consumerism is driving a bold new vision for home healthcare,Consumerism is driving a bold new vision for home healthcare,"Consumers want the healthcare industry to meet them where they are, and this shift in patient mindset has expanded the definition of home healthcare and who benefits from it, according to a panel at MedCity INVEST Digital Health conference. ",https://medcitynews.com/2021/09/consumerism-is-driving-a-bold-new-vision-for-home-healthcare/
518,,,2021/9/20 19:03,MedCity,Health apps could face big fines if they don’t disclose privacy breaches ,Health apps could face big fines if they don’t disclose privacy breaches ,"The agency reminded health apps and wearables companies that they must disclose any breach of users’ health information, even if they are not a HIPAA covered entity. Companies that fail to disclose a breach could face thousands of dollars per day in fines.",https://medcitynews.com/2021/09/health-apps-could-face-big-fines-if-they-dont-disclose-privacy-breaches/
519,,,2021/9/20 17:01,MedCity,MySugr founder launches new startup focused on diabetes care,MySugr founder launches new startup focused on diabetes care,"Frank Westermann sold his previous startup, mySugr, to Roche four years ago. Now, he’s starting a new company with the goal of making healthcare providers and diabetes medications more accessible. ",https://medcitynews.com/2021/09/mysugr-founder-launches-new-startup-focused-on-diabetes-care/
520,,,2021/9/20 16:25,MedCity,Biogen and Samsung land FDA approval for biosimilar to blockbuster Roche drug,Biogen and Samsung land FDA approval for biosimilar to blockbuster Roche drug,The FDA has approved the first biosimilar that references the blockbuster Roche drug Lucentis. The Biogen and Samsung BioLogics joint venture that developed the biologic product have approval to treat three eye conditions that lead to vision loss.,https://medcitynews.com/2021/09/biogen-and-samsung-land-fda-approval-for-biosimilar-to-blockbuster-roche-drug/
521,,,2021/9/20 15:55,Biotech,Abbott joins TAVR market with FDA approval for its Portico valve,Abbott joins TAVR market with FDA approval for its Portico valve,"Previously available in Europe, the Portico valve is designed for severely narrowed aortic heart valves where open-heart surgery may be too risky.",https://www.fiercebiotech.com/medtech/abbott-joins-tavr-market-fda-approval-for-its-portico-heart-valve
522,,,2021/9/20 14:59,MedCity,"Study: Resilience, emotional support key to helping healthcare workers fight stress","Study: Resilience, emotional support key to helping healthcare workers fight stress","Along with daily surveys, a research team from Mount Sinai used Apple Watches to measure how stress impacted healthcare workers’ bodies and pinpointed the characteristics that were associated with lower stress levels over time. ",https://medcitynews.com/2021/09/study-resilience-emotional-support-key-to-helping-healthcare-workers-fight-stress/
523,,,2021/9/20 14:07,Biotech,Medtronic recalls brain aneurysm-blocking Pipeline Flex implant,Medtronic recalls brain aneurysm-blocking Pipeline Flex implant,"Two deaths have been linked to the recall so far, according to the FDA, in addition to 10 serious injuries and 59 reports of device malfunction.",https://www.fiercebiotech.com/medtech/medtronic-recalls-brain-aneurysm-blocking-implant-due-to-potential-breakages-during
524,,,2021/9/20 12:02,Biotech,Illumina Ventures closes $325M genomic startup fund,Illumina Ventures closes $325M genomic startup fund,"The proceeds will be used to support genomics-focused, early-stage startups looking to build new clinical diagnostics and life science research tools.",https://www.fiercebiotech.com/medtech/illumina-ventures-more-than-doubles-its-capital-new-325m-fund
525,,,2021/9/20 11:41,Biotech,"J&J, Mauna Kea launch study of lung cancer biopsy tool","J&J, Mauna Kea launch study of lung cancer biopsy tool","No longer will surgeons be flying blind while biopsying peripheral lung nodules—at least, not if Mauna Kea and J&J have anything to say about it.",https://www.fiercebiotech.com/medtech/johnson-johnson-mauna-kea-launch-study-lung-cancer-biopsy-guidance-tool
526,,,2021/9/20 11:30,Biotech,Syros targets KRAS-mutant cancer with CDK7 inhibitor,Syros targets KRAS-mutant cancer with CDK7 inhibitor,The combination of SY-5609 and gemcitabine showed near-complete tumor inhibition in mice with xenografts of KRAS-G12D pancreatic tumors.,https://www.fiercebiotech.com/research/syros-targets-kras-mutant-cancer-as-cdk7-inhibitor-shows-early-promise
527,,,2021/9/19 09:47,Biotech,ESMO: Mirati pulls away from Amgen in colorectal cancer,ESMO: Mirati pulls away from Amgen in colorectal cancer,"The data put Mirati over the bars it said it needs to clear to potentially seek accelerated approval in colorectal cancer, albeit only by a whisker.",https://www.fiercebiotech.com/biotech/esmo-mirati-pulls-away-from-amgen-colorectal-cancer-updated-data-kras-drug
528,,,2021/9/19 08:12,MedCity,Cala hopes real-world data on essential tremor device will win over payers,Cala hopes real-world data on essential tremor device will win over payers,"The startup, which has a cleared device to reduce tremors using electrical stimulation, recently shared the results of a post-market analysis showing device use and efficacy. ",https://medcitynews.com/2021/09/cala-hopes-real-world-data-on-essential-tremor-device-will-win-over-payers/
529,,,2021/9/17 09:55,Biotech,Medtronic expands Type 1 diabetes reach with infusion tech buy,Medtronic expands Type 1 diabetes reach with infusion tech buy,Medtronic and the Mann Foundation will work together to further develop the technology into a new type of implantable insulin pump.,https://www.fiercebiotech.com/medtech/medtronic-buys-implanted-infusion-pump-tech-to-develop-new-type-1-diabetes-treatment
530,,,2021/9/17 09:30,Biotech,AltruBio snags new CMO with pivot to immunology—Chutes & Ladders,AltruBio snags new CMO with pivot to immunology—Chutes & Ladders,"AltruBio secures new CMO with Sublimity, Ardea, Amgen experience. Walking Fish Therapeutics snags former Five Prime founder. ViaCyte fills CSO spot.",https://www.fiercebiotech.com/biotech/chutes-ladders-altrubio-snags-new-cmo-resume-at-sublimity-ardea-amgen-and-abbott
531,,,2021/9/17 08:52,Biotech,FDA hits pause on Protagonist's blood cancer med,FDA hits pause on Protagonist's blood cancer med,"Protagonist's treatment for a rare, slow-growing blood cancer is under an FDA clinical hold after mice developed skin tumors in a nonclinical study.",https://www.fiercebiotech.com/biotech/fda-hits-pause-protagonist-s-blood-cancer-med-after-mouse-study-turns-up-skin-tumors
532,,,2021/9/17 08:40,Biotech,AstraZeneca taps Dana-Farber's Rahma to lead its GI work,AstraZeneca taps Dana-Farber's Rahma to lead its GI work,AstraZeneca is following suit of many other pharmas and tapping academic and cancer organizations to fill out its oncology research team.,https://www.fiercebiotech.com/biotech/astrazeneca-taps-dana-farber-s-osama-rahma-to-lead-its-gi-oncology-work
533,,,2021/9/17 08:30,Biotech,Elevian snags $40M for stroke recovery trials in early 2023,Elevian snags $40M for stroke recovery trials in early 2023,"Elevian raises $40 million to work on medicines for age-related diseases, including completing phase 1 trials for stroke recovery in early 2023.",https://www.fiercebiotech.com/biotech/elevian-secures-40-million-for-stroke-recovery-and-age-related-diseases
