,Datetime,Media,Title,Desc,Link
711,2021-08-09 4:55 PM,MedCity,"Verily, Colgate to study the link between dental and overall health ","The companies will launch a randomized, controlled trial to see how access to gum irrigation and a smart toothbrush changes their oral health, blood sugar and artery health. ","<a href=https://medcitynews.com/2021/08/verily-colgate-to-study-the-link-between-dental-and-overall-health/ target=""_blank""><div>Link</div></a>"
712,2021-08-09 4:03 PM,MedCity,CMS proposes revoking ‘Most Favored Nation’ drug pricing model,"Following several legal battles and opposition from providers, CMS is proposing nixing the Most Favored Nation Model, which matches payments for Medicare Part B drugs to the lowest price paid by other wealthy countries.","<a href=https://medcitynews.com/2021/08/cms-proposes-revoking-most-favored-nation-drug-pricing-model/ target=""_blank""><div>Link</div></a>"
713,2021-08-08 9:30 AM,MedCity,Report: Hospitals continue to see tight margins as Delta variant raises concerns,"Hospital revenues and volumes are on an upswing, but growing expenses are still offsetting gains in these areas, especially as cases caused by the Delta Covid-19 variant continue to rise. ","<a href=https://medcitynews.com/2021/08/report-hospitals-continue-to-see-tight-margins-as-delta-variant-raises-concerns/ target=""_blank""><div>Link</div></a>"
714,2021-08-08 7:07 AM,MedCity,"After losing his sister to cancer, a former Apple exec wants to make it easier for patients to get their health records","Anil Sethi was the director of health records at Apple until his sister was diagnosed with metastatic breast cancer, and given weeks to live. After traveling with her to different doctors across the country, and helping carry her records, Sethi created his own company to pull together harder-to-find records, such as scans and pathology reports. ","<a href=https://medcitynews.com/2021/08/after-losing-his-sister-to-cancer-a-former-apple-exec-wants-to-make-it-easier-for-patients-to-get-their-health-records/ target=""_blank""><div>Link</div></a>"
715,2021-08-08 10:00 AM,MedCity,Reducing the gender bias in clinical trials,"A study of women’s participation in cardiovascular clinical trials revealed that only 38% of participants were women. But if women comprise 50 percent of the population, that should be reflected in clinical trials too. ","<a href=https://medcitynews.com/2021/08/reducing-the-gender-bias-in-clinical-trials/ target=""_blank""><div>Link</div></a>"
716,2021-08-06 5:19 PM,MedCity,Pharmacies face extra audit burdens that threaten their existence,"Pharmacy benefit managers, or PBMs, suspended in-person audits because of covid last year, shifting to virtual audits, much as in-person doctor visits shifted to telehealth. Amid added pandemic pressure, that means pharmacists are bearing significantly more workload for the audits.","<a href=https://medcitynews.com/2021/08/pharmacies-face-extra-audit-burdens-that-threaten-their-existence/ target=""_blank""><div>Link</div></a>"
717,2021-08-06 2:49 PM,MedCity,"Hospital, health care administrators must support all medical professionals – even those behind the scenes",Looking after the entire healthcare workforce’s—including allied healthcare workers’—diminishing mental health and wellbeing should remain a top priority to reduce burnout.,"<a href=https://medcitynews.com/2021/08/hospital-health-care-administrators-must-support-all-medical-professionals-even-those-behind-the-scenes/ target=""_blank""><div>Link</div></a>"
718,2021-08-05 9:00 AM,MedCity,How smart data management will allow biopharma to embrace the digital twin,"An increasingly compelling benefit of digital transformation, across numerous industries, is the ability to construct a digital twin—that is, a full in silico replica of a real-life structure, instrument or process.","<a href=https://medcitynews.com/2021/08/how-smart-data-management-will-allow-biopharma-to-embrace-the-digital-twin/ target=""_blank""><div>Link</div></a>"
719,2021-08-04 9:00 AM,MedCity,The Cancer Moonshot and beyond: What we need to succeed,U.S. government support can advance health breakthroughs and make a significant difference. I encourage you to support the creation of ARPA-H and to take specific actions to let your legislator know its importance.,"<a href=https://medcitynews.com/2021/08/the-cancer-moonshot-and-beyond-what-we-need-to-succeed/ target=""_blank""><div>Link</div></a>"
720,2021-08-04 7:15 PM,MedCity,Abbott gets FDA clearance for CGM app,Abbott received FDA clearance for an app to pair with its Freestyle Libre 2 glucose monitor. The app lets people get readings directly on their phone without using a reader. ,"<a href=https://medcitynews.com/2021/08/abbott-gets-fda-clearance-for-cgm-app/ target=""_blank""><div>Link</div></a>"
721,2021-08-04 7:11 PM,MedCity,"Arizona, Colorado HIEs merge","CORHIO and Health Current, based in Colorado and Arizona respectively, have formed a new regional organization. Called Contexture, the organization aims to advance interoperability across state lines, while also driving growth and innovation. ","<a href=https://medcitynews.com/2021/08/arizona-colorado-hies-merge/ target=""_blank""><div>Link</div></a>"
722,2021-08-04 5:19 PM,MedCity,Focus on healthcare price transparency is only half of the equation,"The White House has placed great focus on pricing transparency that went into effect earlier this year, but very little attention has been given to an essential part of the value equation: quality measure transparency.","<a href=https://medcitynews.com/2021/08/focus-on-healthcare-price-transparency-is-only-half-of-the-equation/ target=""_blank""><div>Link</div></a>"
723,2021-08-04 4:47 PM,MedCity,Providers will likely face more lawsuits against vaccine mandates. But they are also more likely to win.,"Providers’ legal defense against lawsuits aiming to tear down vaccine mandates is wide-ranging, from making the argument that allowing an unvaccinated worker into their facilities could pose a direct threat to the worker to invoking a 1905 precedent set by the Supreme Court. ","<a href=https://medcitynews.com/2021/08/providers-will-likely-face-more-lawsuits-against-vaccine-mandates-but-they-are-also-more-likely-to-win/ target=""_blank""><div>Link</div></a>"
724,2021-08-04 4:32 PM,MedCity,"CVS lowers vaccination expectations, but says more people are coming in for first doses",CVS lowered its guidance for vaccines after seeing vaccinations decline from their mid-April heights. But more people are coming in for first doses after the Delta variant has caused Covid-19 cases to rise again.,"<a href=https://medcitynews.com/2021/08/cvs-lowers-vaccine-expectations-but-says-more-people-are-coming-in-for-first-doses/ target=""_blank""><div>Link</div></a>"
725,2021-08-04 1:47 PM,MedCity,Outsourcing your commercial function: How to reap the rewards and avoid the pitfalls,"As commercial outsourcing becomes more sophisticated, it allows for greater innovation as small and ambitious biotech companies are given the strategic power to bring to market needed healthcare solutions.","<a href=https://medcitynews.com/2021/08/outsourcing-your-commercial-function-how-to-reap-the-rewards-and-avoid-the-pitfalls/ target=""_blank""><div>Link</div></a>"
726,2021-08-04 12:52 PM,MedCity,Can mRNA vaccines do for cancer what they did with Covid-19?,The short answer is that cancer vaccines represent no silver bullet but can prove potent in combination with other immunotherapy and drug cocktails. ,"<a href=https://medcitynews.com/2021/08/can-mrna-vaccines-do-for-cancer-what-they-did-with-covid-19/ target=""_blank""><div>Link</div></a>"
727,2021-08-03 3:30 PM,MedCity,"CMS repeals MA rate disclosure requirement, boosts hospital payments by $2.3B","CMS has finalized its 2022 inpatient payment rule, which will not only repeal part of the price transparency requirements related to Medicare Advantage rates and increase payments to hospitals but will also require facilities to report Covid-19 vaccination uptake among its employees. ","<a href=https://medcitynews.com/2021/08/cms-repeals-ma-rate-disclosure-requirement-boosts-hospital-payments-by-2-3b/ target=""_blank""><div>Link</div></a>"
728,2021-08-03 10:55 AM,MedCity,Sanofi’s mRNA strategy adds biggest piece yet with $3.2B Translate Bio buyout,"Sanofi is acquiring Translate Bio, its messenger RNA R&D partner for the past three years, in a $3.2 billion deal. The pharmaceutical and vaccines giant said the acquisition will speed up development of partnered vaccine programs and spark work on new ones in areas such as cancer, immunology, and rare diseases.","<a href=https://medcitynews.com/2021/08/sanofis-mrna-strategy-adds-biggest-piece-yet-with-3-2b-translate-bio-buyout/ target=""_blank""><div>Link</div></a>"
729,2021-08-02 6:50 PM,MedCity,What Google Cloud learned about interoperability from Mayo Clinic,"Google is piloting its healthcare data engine, a tool intended to build longitudinal patient records and pull in data from multiple sources. Early work with Mayo Clinic served as a foundation for the technology. ","<a href=https://medcitynews.com/2021/08/how-googles-work-with-mayo-clinic-fed-into-its-new-interoperability-platform/ target=""_blank""><div>Link</div></a>"
730,2021-08-02 6:01 PM,MedCity,"Report: MA plans struggling to boost member engagement, communication","A little over half (55%) of Medicare Advantage plan members actively managed their care in the past year — a nine-percentage-point drop from 2019, according to a new report. This indicates that MA plans are faltering with regard to member engagement. ","<a href=https://medcitynews.com/2021/08/report-ma-plans-struggling-to-boost-member-engagement-communication/ target=""_blank""><div>Link</div></a>"
731,2021-08-02 5:48 PM,MedCity,FDA approval of AstraZeneca lupus drug sets up competition with GSK’s Benlysta,"An AstraZeneca lupus drug has been awarded FDA approval for treating the most common form of the autoimmune disorder. The regulatory decision gives AstraZeneca a product that can compete head-to-head with GlaxoSmithKline’s lupus drug, Benlysta.","<a href=https://medcitynews.com/2021/08/fda-approval-of-astrazeneca-lupus-drug-sets-up-competition-with-gsks-benlysta/ target=""_blank""><div>Link</div></a>"
732,2021-08-02 3:45 PM,MedCity,BioIntelliSense lands $45M for remote patient monitoring device,"BioIntelliSense, a startup with backers including UCHealth and Royal Philips, recently raised $45 million.  The company began marketing its sticker-like device to monitor patients’ vitals last year after getting FDA clearance at the end of 2019. ","<a href=https://medcitynews.com/2021/08/biointellisense-lands-45m-for-remote-patient-monitoring-device/ target=""_blank""><div>Link</div></a>"
733,2021-08-02 2:47 PM,MedCity,Justice Department joins False Claims lawsuits against Kaiser Permanente,"The government has intervened in complaints alleging Kaiser Permanente entities defrauded Medicare out of “tens of millions of dollars” by knowingly submitting false diagnoses for Medicare Advantage beneficiaries. Kaiser denies the allegations, saying it is in compliance with program requirements. ","<a href=https://medcitynews.com/2021/08/justice-department-joins-false-claims-lawsuits-against-kaiser-permanente/ target=""_blank""><div>Link</div></a>"
734,2021-08-02 12:45 PM,MedCity,Ipsen bets on Exicure’s tech as better way to deliver neuro drugs deep into the brain,Ipsen is shoring up its neuroscience pipeline via a deal that gives it the option to license drugs that Exicure is developing for Huntington’s disease and Angelman syndrome. The programs are based on Exicure’s proprietary technology that produces nucleic acid therapies capable of delivery deep into the brain.,"<a href=https://medcitynews.com/2021/08/ipsen-bets-on-exicures-tech-as-better-way-to-deliver-neuro-drugs-deep-into-the-brain/ target=""_blank""><div>Link</div></a>"
735,2021-08-01 2:00 PM,MedCity,Medicare Advantage: How physicians can take advantage of this emerging opportunity,"With the right kinds of MA partnerships, physicians can more fully engage, collaborate, and capture the value they create.","<a href=https://medcitynews.com/2021/08/medicare-advantage-pending-doom-or-emerging-opportunity-for-physicians/ target=""_blank""><div>Link</div></a>"
736,2021-07-29 9:00 AM,MedCity,May the force be with you,Haptics technology is a vital surgical training alternative because it lets surgeons interact with virtual environments by adding the sense of touch to the overall simulation. ,"<a href=https://medcitynews.com/2021/07/may-the-force-be-with-you/ target=""_blank""><div>Link</div></a>"
737,2021-07-29 9:00 AM,MedCity,Why insurers should continue covering telehealth post-pandemic,"Sustaining the momentum that telehealth has due to Covid starts with a commitment to building positive incentive structures that will redound to the benefit of patients, providers, and payers alike.","<a href=https://medcitynews.com/2021/07/why-insurers-should-continue-covering-telehealth-post-pandemic/ target=""_blank""><div>Link</div></a>"
738,2021-07-29 6:23 PM,MedCity,Research institute green-lights $254M for 28 studies ,"The Patient-Centered Outcomes Research Institute has awarded the funds to studies that span a range of healthcare issues, including maternal care, suicide prevention and clinical effectiveness research in arenas like telemedicine and diabetes. ","<a href=https://medcitynews.com/2021/07/research-institute-green-lights-254m-for-28-studies/ target=""_blank""><div>Link</div></a>"
739,2021-07-29 6:23 PM,MedCity,FDA turns down Ardelyx’s chronic kidney disease drug and asks for another trial,Ardelyx drug tenapanor was rejected by the FDA as a treatment for a complication experienced by chronic kidney disease patients. The regulatory decision came two weeks after the company received an FDA letter citing deficiencies in the drug application.,"<a href=https://medcitynews.com/2021/07/fda-turns-down-ardelyxs-chronic-kidney-disease-drug-and-asks-for-another-trial/ target=""_blank""><div>Link</div></a>"
740,2021-07-29 4:37 PM,MedCity,"Texas law eases prior auth burdens, but payers see it as a dangerous move","The law, which will take effect in September, prohibits payers from requiring pre-approval from certain providers. While providers believe the law will cut administrative burdens, and improve care delivery, payers say it could lead to patient harm. ","<a href=https://medcitynews.com/2021/07/texas-law-eases-prior-auth-burdens-but-payers-see-it-as-a-dangerous-move/ target=""_blank""><div>Link</div></a>"
741,2021-07-29 10:26 AM,MedCity,Eli Lilly hands Kumquat Biosciences $70M to kick off cancer drug R&D alliance,"Eli Lilly is beginning a research alliance discovering and developing small molecules that stimulate immune responses against cancer. If drugs from the partnership reach the market, Kumquat could earn up to $2 billion in milestone payments. ","<a href=https://medcitynews.com/2021/07/eli-lilly-hands-kumquat-biosciences-70m-to-kick-off-cancer-drug-rd-alliance/ target=""_blank""><div>Link</div></a>"
742,2021-07-28 6:34 PM,MedCity,"Amwell to scoop up SilverCloud Health, Conversa Health for $320M","The acquisitions will expand Amwell’s virtual care offerings and client base, with SilverCloud Health bringing digital behavioral health programs to its roster and Conversa Health adding text-based patient communications. ","<a href=https://medcitynews.com/2021/07/amwell-to-scoop-up-silvercloud-health-conversa-health-for-320m/ target=""_blank""><div>Link</div></a>"
743,2021-07-28 6:16 PM,MedCity,Ring Therapeutics rounds up $117M to find better viral vectors for gene therapy,The engineered viruses used to deliver gene therapies can spark complications and they can’t be re-dosed. Ring Therapeutics says viruses that evolved with humans can be better viral vectors and the startup has raised $117 million in new financing to continue its research.,"<a href=https://medcitynews.com/2021/07/ring-therapeutics-rounds-up-117m-to-find-better-viral-vectors-for-gene-therapy/ target=""_blank""><div>Link</div></a>"
744,2021-07-27 9:00 AM,MedCity,Preventing the next indigenous healthcare crisis,"The Covid-19 pandemic isn’t quite over yet, which means there’s no better time to implement transformative healthcare strategies in Indigenous communities.","<a href=https://medcitynews.com/2021/07/preventing-the-next-indigenous-healthcare-crisis/ target=""_blank""><div>Link</div></a>"
745,2021-07-27 9:00 AM,MedCity,Discovering biomarkers to find new ways to treat diseases of unmet need,"Blending computational biology and AI-based methods, the goal is to identify new targets, pair these with effective chemistry, and define biomarkers to optimally position novel therapies.","<a href=https://medcitynews.com/2021/07/discovering-biomarkers-to-find-new-ways-to-treat-diseases-of-unmet-need/ target=""_blank""><div>Link</div></a>"
746,2021-07-27 6:32 PM,MedCity,Hospital price transparency is clear as mud,It’s going to take collaboration between health plans and hospitals – to go above and beyond what’s mandated by the government – in order to transform a muddy mess into something clear.,"<a href=https://medcitynews.com/2021/07/hospital-price-transparency-is-clear-as-mud/ target=""_blank""><div>Link</div></a>"
747,2021-07-27 6:22 PM,MedCity,"Anthem, Humana join hedge fund administrator to launch technology for PBMs","The hedge fund administrator SS&C Technologies Holdings will be the majority stakeholder, while the two payers will each hold a minority interest in the joint venture, dubbed DomaniRx. The company will develop a claims adjudication platform to support its operations.","<a href=https://medcitynews.com/2021/07/anthem-humana-launch-pbm-along-with-hedge-fund/ target=""_blank""><div>Link</div></a>"
748,2021-07-27 4:51 PM,MedCity,Veda snags $45M to scale AI data processing platform for payers,"The company’s data processing platform can help payers comply with the law banning surprise billing, which requires insurers to process all provider directory updates in less than two days starting in 2022. ","<a href=https://medcitynews.com/2021/07/veda-snags-45m-to-scale-ai-data-processing-platform-for-payers/ target=""_blank""><div>Link</div></a>"
749,2021-07-27 4:16 PM,MedCity,CEO of digital therapeutics business Freespira talks about its approach to anxiety disorders,"Freespira CEO Dean Sawyer said its FDA cleared digital therapeutic is the first that’s proven to significantly reduce or eliminate symptoms of panic attacks, panic disorder, and PTSD, in a single, 28-day treatment episode.","<a href=https://medcitynews.com/2021/07/freespira-digital-therapeutics-and-anxiety-disorders/ target=""_blank""><div>Link</div></a>"
750,2021-07-27 3:41 PM,MedCity,AC Immune picks up Phase 2-ready drug for Parkinson’s in $58M deal with Affiris,AC Immune is bolstering the Parkinson’s disease portion of its drug pipeline with a deal to acquire a therapeutic vaccine that Affiris is developing for the disorder. Switzerland-based AC Immune plans to advance its new asset to Phase 2 testing.,"<a href=https://medcitynews.com/2021/07/ac-immune-picks-up-phase-2-ready-drug-for-parkinsons-in-58m-deal-with-affiris/ target=""_blank""><div>Link</div></a>"
751,2021-07-27 2:00 PM,MedCity,The way we train doctors puts their mental health at risk: We need new solutions,"This year has shown that being a doctor is no longer just about skill: it’s about resilience, stamina, empathy, flexibility and teamwork. The way we educate medics needs to reflect this new reality; and prepare medics for the myriad challenges and pressures they will face.","<a href=https://medcitynews.com/2021/07/the-way-we-train-doctors-puts-their-mental-health-at-risk-we-need-new-solutions/ target=""_blank""><div>Link</div></a>"
752,2021-07-26 7:36 PM,MedCity,BCBS of Kansas City sues Covid-19 testing provider over alleged price gouging,"GS Labs, a Covid-19 testing provider, has submitted over $9.2 million in claims to the insurer as a result of its grossly inflated prices, the lawsuit states. The testing company rejected the claims, saying its “prices accurately reflect the level of service” it provides. ","<a href=https://medcitynews.com/2021/07/bcbs-of-kansas-city-sues-covid-19-testing-provider-over-alleged-price-gouging/ target=""_blank""><div>Link</div></a>"
753,2021-07-25 9:30 AM,MedCity,What insurers’ premium rate filings can tell us about predicted health utilization in 2022,"An examination of health insurers’ premium rate filings for 2022 shows that most are not factoring in additional costs or savings, which indicates that they expect health utilization to reach pre-pandemic levels. ","<a href=https://medcitynews.com/2021/07/what-insurers-premium-rate-filings-can-tell-us-about-predicted-health-utilization-in-2022/ target=""_blank""><div>Link</div></a>"
754,2021-07-25 9:29 AM,MedCity,"With eviction moratorium set to end, millions of people are still behind on rent","With the CDC’s eviction moratorium set to lift at the end of the month, many people are still struggling with rent payments and utility debt. Insurance and healthcare technology leaders shared how they’re preparing and what’s needed to address the housing shortage in the long term.","<a href=https://medcitynews.com/2021/07/with-the-eviction-moratorium-set-to-end-millions-of-people-are-still-behind-on-rent/ target=""_blank""><div>Link</div></a>"
755,2021-07-25 8:01 AM,MedCity,Eye problems in more patients spells end of Adverum’s DME gene therapy program,"Adverum Biotechnologies still doesn’t know if its experimental gene therapy caused eye problems reported in April in one patient in its diabetic macular edema study. But four others have since developed similar problems, and the company will no longer continue to develop the therapy for that indication.","<a href=https://medcitynews.com/2021/07/eye-problems-in-more-patients-spells-end-of-adverums-dme-gene-therapy-program/ target=""_blank""><div>Link</div></a>"
756,2021-07-25 10:00 AM,MedCity,Would Illumina’s acquisition of GRAIL constrict the expansion of the liquid biopsy space?,"The Federal Trade Commission and the European Union are reviewing the soundness of this acquisition. But if Illumina acquires Grail, the company that it spawned back in January 2016, will it squeeze the nascent liquid biopsy market?","<a href=https://medcitynews.com/2021/07/would-illuminas-acquisition-of-grail-constrict-the-expansion-of-the-liquid-biopsy-space/ target=""_blank""><div>Link</div></a>"
757,2021-07-23 9:00 AM,MedCity,ED management software can help to manage change in ER visit demand,"With a strong partnership with an ED management company, hospitals can better address the changes in demand while implementing new strategies to improve care.","<a href=https://medcitynews.com/2021/07/ed-management-software-can-help-to-manage-change-in-er-visit-demand/ target=""_blank""><div>Link</div></a>"
758,2021-07-23 2:23 PM,MedCity,CRISPR biotech Caribou Biosciences’ IPO reels in $304M for next-gen cell therapy,"Caribou Biosciences’ CRISPR approach to cell therapy sparked strong investor interest, enabling the clinical-stage biotech to upsize its IPO and raise $304 million in the biggest life sciences IPO this week. Absci, Sophia Genetics, and Cytek Biosciences also priced IPOs.","<a href=https://medcitynews.com/2021/07/crispr-biotech-caribou-biosciences-ipo-reels-in-304m-for-next-gen-cell-therapy/ target=""_blank""><div>Link</div></a>"
759,2021-07-23 2:03 PM,MedCity,"Happify rolls out digital therapeutic for anxiety, depression under temporary FDA guidance",Happify is making its app-based treatment available to patients thanks to a loosened FDA guidance last year that lets digital health companies targeting some behavioral health conditions release their product without clearance. The company is launching an investigational study to get data for a future FDA submission.,"<a href=https://medcitynews.com/2021/07/happify-rolls-out-digital-therapeutic-for-anxiety-depression-under-temporary-fda-guidance/ target=""_blank""><div>Link</div></a>"
760,2021-07-23 1:25 PM,MedCity,Bon Secours Mercy Health invests in Trilliant Health as part of larger push into analytics,"The health system has invested an undisclosed amount in Trilliant Health, which provides a predictive analytics platform giving users insights into market dynamics. Bon Secours Mercy Health is also a founding member of another healthcare data company: Truveta. ","<a href=https://medcitynews.com/2021/07/bon-secours-mercy-health-invests-in-trilliant-health-as-part-of-larger-push-into-analytics/ target=""_blank""><div>Link</div></a>"
761,2021-07-22 8:30 AM,MedCity,Synthetic data – A new solution solving historic healthcare privacy challenges,"Clear use-cases to fully understand how the synthetic data will be deployed are an essential component of the decision making process, and although by nature synthetic data isn’t ‘real’, its existence within the data supply chain should still fall under data governance and security policies.","<a href=https://medcitynews.com/2021/07/synthetic-data-a-new-solution-solving-historic-healthcare-privacy-challenges/ target=""_blank""><div>Link</div></a>"
762,2021-07-22 2:15 PM,MedCity,Sema4 goes public via SPAC merger,"With a goal of making precision medicine the standard of care at health systems, Sema4 struck a nearly $800 million deal with CM Life Sciences to go public. The company, which offers tools that combine genomic and clinical data to glean patient care insights, will get $500 million in cash proceeds to grow its business. ","<a href=https://medcitynews.com/2021/07/sema4-goes-public-via-spac-merger/ target=""_blank""><div>Link</div></a>"
763,2021-07-22 10:30 AM,MedCity,Google Cloud goes head-to-head with AWS with tool to standardize health data,Both cloud competitors are offering solutions that use FHIR to pull together and standardize health data from disparate sources. Google recently unveiled a solution based on its work with Mayo Clinic.,"<a href=https://medcitynews.com/2021/07/google-cloud-goes-head-to-head-with-aws-with-tool-to-standardize-health-data/ target=""_blank""><div>Link</div></a>"
764,2021-07-21 8:31 PM,MedCity,Carbon Health raises $350M to further expansion plans ,"After more than doubling its patient volumes during the pandemic, Carbon Health raised funding to further its growth plans. The company said it plans to open 1,500 clinics by 2025.","<a href=https://medcitynews.com/2021/07/carbon-health-raises-350m-to-further-expansion-plans/ target=""_blank""><div>Link</div></a>"
765,2021-07-21 6:54 PM,MedCity,"Study: Medical debt outstrips other types of personal debt, reaching $140B","Though medical debt climbed high over the past decade, it appears that Medicaid expansion can help. States that expanded Medicaid saw average debt drop by 44% as opposed to a 10% reduction in non-expansion states.","<a href=https://medcitynews.com/2021/07/study-medical-debt-outstrips-other-types-of-personal-debt-reaching-140b/ target=""_blank""><div>Link</div></a>"
766,2021-07-21 5:26 PM,MedCity,PacBio’s $600M Omniome buyout brings together long & short of DNA sequencing,"DNA sequencing company Pacific Biosciences has reached a $600 million agreement to acquire Omniome, a startup with complementary sequencing technology. The cash and stock deal comes about 18 months after antitrust concerns led PacBio and sequencing giant Illumina to terminate their tie-up.","<a href=https://medcitynews.com/2021/07/pacbios-600m-omniome-buyout-brings-together-long-short-of-dna-sequencing/ target=""_blank""><div>Link</div></a>"
767,2021-07-21 5:03 PM,MedCity,"America’s obesity epidemic requires action, not posturing","Pinterest’s move to outright ban all ads referring to weight loss — regardless of quality of information — is woefully misguided, writes a former Pinterest executive. ","<a href=https://medcitynews.com/2021/07/americas-obesity-epidemic-requires-action-not-posturing/ target=""_blank""><div>Link</div></a>"
768,2021-07-21 3:26 PM,MedCity,Report: First half of 2021 sees massive spike in number of data breach victims,"Provider organizations accounted for 73% of all data breaches reported to the HHS in the first six months of 2021, impacting about 22.7 million individuals overall, a new report shows. This represents a 185% jump in individuals affected compared to the same period last year. ","<a href=https://medcitynews.com/2021/07/report-first-half-of-2021-sees-massive-spike-in-number-of-data-breach-victims/ target=""_blank""><div>Link</div></a>"
769,2021-07-21 2:27 PM,MedCity,"A founder built a platform after bringing together her daughter’s health records. Now, employers are offering it as a benefit.","B.Well Connected Health, a startup that brings together patients’ health records and helps them navigate their benefits, recently raised $32 million in funding. CEO Kristen Valdes started the company based on her own experience advocating for her daughter. ","<a href=https://medcitynews.com/2021/07/a-founder-built-a-platform-after-bringing-together-her-daughters-health-records-now-employers-are-offering-it-as-a-benefit/ target=""_blank""><div>Link</div></a>"
770,2021-07-20 9:18 AM,MedCity,"Frontier Medicines raises $88M for R&D, including potential rival to Amgen cancer drug","Cancer drug developer Frontier Medicines already has a research partnership with AbbVie. Now the preclinical-stage biotech has raised $88.5 million for its own pipeline, including a drug that could offer advantages over a recently approved Amgen cancer therapy.","<a href=https://medcitynews.com/2021/07/frontier-medicines-raises-88m-for-rd-including-potential-rival-to-amgen-cancer-drug/ target=""_blank""><div>Link</div></a>"
771,2021-07-20 8:30 AM,MedCity,How pharma can find the best KOL experts for over-the-counter medications to educate patients,"An efficient way to create patient-focused educational materials is putting together a strategic group focused on consumers, which includes a medical expert, allied health professionals and a primary care physician to develop the strategy as well as the specific assets to support that strategy.","<a href=https://medcitynews.com/2021/07/how-pharma-can-find-the-best-kol-experts-for-over-the-counter-medications-to-educate-patients/ target=""_blank""><div>Link</div></a>"
772,2021-07-20 5:36 PM,MedCity,"As independent practices vanish, experts debate the pros & cons of a consolidated market","Independent physician practices are being gobbled up by hospitals, payers and private equity, and while some see it as a boon for the practices and industry as a whole, others believe it will raise costs and block access to care. ","<a href=https://medcitynews.com/2021/07/as-independent-practices-vanish-experts-debate-the-pros-cons-of-a-consolidated-market/ target=""_blank""><div>Link</div></a>"
773,2021-07-20 4:44 PM,MedCity,Study shows skewed dermatological datasets result in less accurate models,Research conducted by the MIT Media Lab and Scale AI found that lighter skin tones vastly outnumber darker skin tones in the two of the most widely used dermatology atlases. This led to disparities in an AI model’s ability to diagnose skin conditions involving darker skin tones. ,"<a href=https://medcitynews.com/2021/07/study-shows-skewed-dermatological-datasets-result-in-less-accurate-models/ target=""_blank""><div>Link</div></a>"
774,2021-07-20 3:00 PM,MedCity,Without judgment: How digital therapeutics is destigmatizing mental health treatment,"DTx helps reduce mental health stigma that is a barrier for underrepresented populations to receiving mental health care and if developed with intention and within a culturally-responsive framework, DTx won’t judge or discriminate.","<a href=https://medcitynews.com/2021/07/without-judgment-how-digital-therapeutics-is-destigmatizing-mental-health-treatment/ target=""_blank""><div>Link</div></a>"
775,2021-07-20 12:22 PM,MedCity,Amylyx Pharmaceuticals raises $135M as ALS drug heads to pivotal clinical trial,"An amyotrophic lateral sclerosis drug from Amylyx Pharmaceuticals is being prepared for Phase 3 clinical testing on track to begin later this quarter. To support that research, the biotech has raised $135 million in financing.","<a href=https://medcitynews.com/2021/07/amylyx-pharmaceuticals-raises-135m-as-als-drug-heads-to-pivotal-clinical-trial/ target=""_blank""><div>Link</div></a>"
776,2021-07-20 11:13 AM,MedCity,How to position patient transportation as an organizational priority,About 5.8 million Americans miss or delay their healthcare because they don’t have a ride. It’s time to turn patient transportation from an organizational burden to an asset.,"<a href=https://medcitynews.com/2021/07/how-to-position-patient-transportation-as-an-organizational-priority/ target=""_blank""><div>Link</div></a>"
777,2021-07-19 8:15 AM,MedCity,Startup turns smartphone camera to wound care,"Swift Medical, a startup building an app to help nurses identify and better care for wounds, recently raised $35 million in funding. ","<a href=https://medcitynews.com/2021/07/startup-turns-smartphone-camera-to-wound-care/ target=""_blank""><div>Link</div></a>"
778,2021-07-19 7:30 AM,MedCity,Regulated digital health explained: What you need to know to stay compliant,"Digital health thought leader Mark Tarby, BrightInsight vice president of regulatory and quality management systems, shared his take on what the EU MDR means for connected devices, Software as a Medical Device (SaMD), and the go-to market strategies for the companies behind them.","<a href=https://medcitynews.com/2021/07/regulated-digital-health-explained-what-you-need-to-know-to-stay-compliant/ target=""_blank""><div>Link</div></a>"
779,2021-07-19 7:12 PM,MedCity,"OM1 gains $85M to expand clinical data networks, AI models","Co-led by Kaiser Permanente, the Series D financing round will enable OM1 to expand its data networks into chronic disease areas, including rheumatology and behavioral health, and advance its AI analytics models. ","<a href=https://medcitynews.com/2021/07/om1-gains-85m-to-expand-clinical-data-networks-ai-models/ target=""_blank""><div>Link</div></a>"
780,2021-07-19 6:48 PM,MedCity,"After raising $260M, Imperative Care looks to build portfolio of stroke-care companies","Imperative Care, a company with two FDA-cleared devices for stroke treatment, recently raised $160 million in a funding round led by D1 Capital Partners. It’s using the funds to build a portfolio of companies to treat stroke and vascular disease. ","<a href=https://medcitynews.com/2021/07/after-raising-260m-imperative-care-looks-to-build-portfolio-of-stroke-care-companies/ target=""_blank""><div>Link</div></a>"
781,2021-07-18 8:01 AM,MedCity,"Merck pneumococcal vaccine lands FDA nod, keeping up competition with Pfizer","Vaxneuvance, a Merck pneumococcal vaccine, is now approved by the FDA. The intramuscular shot protects against 15 pneumococcal strains—five fewer than the 20 covered by a Pfizer pneumococcal vaccine that the FDA approved in June.","<a href=https://medcitynews.com/2021/07/merck-pneumococcal-vaccine-lands-fda-nod-keeping-up-competition-with-pfizer/ target=""_blank""><div>Link</div></a>"
